Code HS6,Label HS6
852341,"Supports optiques pour l'enregistrement du son ou pour enregistrements analogues, non enregistrés (à l'excl. des produits du chapitre 37)"
852349,Supports optiques pour l'enregistrement du son ou pour enregistrements analogues (à l'excl. des produits du chapitre 37)
852351,"Dispositifs de stockage rémanent des données, à base de semi-conducteurs, pour l'enregistrement des données provenant d'une source externe [cartes mémoires ou cartes à mémoire électronique flash] (à l'excl. des produits du chapitre 37)"
852352,Cartes munies d’un ou de plusieurs circuits intégrés électroniques («cartes intelligentes»)
852359,"Supports à semi-conducteur, non enregistrés, pour l'enregistrement du son ou pour enregistrements analogues (à l'excl. des dispositifs de stockage rémanent des données à base de semi-conducteurs, des cartes intelligentes ainsi que des produits du chapitre 37)"
852380,"Supports pour l'enregistrement du son ou pour enregistrements analogues, mêmes enregistrés, y.c. les matrices et moules galvaniques pour la fabrication des disques (à l'excl. des supports magnétiques, optiques et à semi-conducteur ainsi que des produits du chapitre 37)"
8524,"Modules d’affichage à écran plat, même comprenant des écrans tactiles"
852411,"Modules d’affichage à écran plat, même comprenant des écrans tactiles, sans pilotes ni circuits de commande, à cristaux liquides"
852412,"Modules d’affichage à écran plat, même comprenant des écrans tactiles, sans pilotes ni circuits de commande, à diodes émettrices de lumière organiques (OLED)"
852419,"Modules d’affichage à écran plat, même comprenant des écrans tactiles, sans pilotes ni circuits de commande [sauf à cristaux liquides ou à diodes émettrices de lumière organiques (OLED)]"
852491,"Modules d’affichage à écran plat, même comprenant des écrans tactiles, à pilotes ou circuits de commande, à cristaux liquides"
852492,"Modules d’affichage à écran plat, même comprenant des écrans tactiles, à pilotes ou circuits de commande, à diodes émettrices de lumière organiques (OLED)"
852499,"Modules d’affichage à écran plat, même comprenant des écrans tactiles, à pilotes ou circuits de commande [sauf à cristaux liquides ou à diodes émettrices de lumière organiques (OLED)]"
8525,"Appareils d'émission pour la radiodiffusion ou la télévision, même incorporant un appareil de réception ou un appareil d'enregistrement ou de reproduction du son; caméras de télévision, appareils photographiques numériques et caméscopes"
852550,"Appareils d'émission pour la radiodiffusion ou la télévision, sans appareil de réception"
852560,"Appareils d'émission pour la radiodiffusion ou la télévision, incorporant un appareil de réception"
852581,"Caméras de télévision, appareils photographiques numériques et caméscopes ultrarapides tels que spécifiés dans la note 1 de sous-positions au chapitre 85"
852582,"Caméras de télévision, appareils photographiques numériques et caméscopes, résistant aux rayonnements tels que spécifiés dans la note 2 de sous-positions au chapitre 85 (sauf ultrarapides)"
852583,"Caméras de télévision, appareils photographiques numériques et caméscopes, à vision nocturne tels que spécifiés dans la note 3 de sous-positions au chapitre 85 (sauf ultrarapides et résistant aux rayonnements)"
852589,"Caméras de télévision, appareils photographiques numériques et caméscopes (sauf ultrarapides, résistant aux rayonnements et à vision nocturne)"
8526,"Appareils de radiodétection et de radiosondage [radar], appareils de radionavigation et appareils de radiotélécommande"
852610,Appareils de radiodétection et de radiosondage [radar]
852691,Appareils de radionavigation
852692,Appareils de radiotélécommande
8527,"Appareils récepteurs pour la radiodiffusion, même combinés, sous une même enveloppe, à un appareil d'enregistrement ou de reproduction du son ou à un appareil d'horlogerie"
852712,"Radiocassettes de poche [dimensions <= 170 mm x 100 mm x 45 mm], avec amplificateur incorporé, sans haut-parleur incorporé, pouvant fonctionner sans source d'énergie électrique extérieure"
852713,"Récepteurs de radiodiffusion pouvant fonctionner sans source d'énergie extérieure, combinés à un appareil d'enregistrement ou de reproduction du son (à l'excl. des radiocassettes de poche)"
852719,"Récepteurs de radiodiffusion pouvant fonctionner sans source d'énergie extérieure, non combinés à un appareil d'enregistrement et de reproduction du son"
852721,"Récepteurs de radiodiffusion ne pouvant fonctionner qu'avec une source d'énergie extérieure, pour véhicules automobiles, combinés à un appareil d'enregistrement ou de reproduction du son"
852729,"Récepteurs de radiodiffusion ne pouvant fonctionner qu'avec une source d'énergie extérieure, pour véhicules automobiles, non combinés à un appareil d'enregistrement et de reproduction du son"
852791,"Récepteurs de radiodiffusion, ne pouvant fonctionner qu'avec une source d'énergie extérieure, combinés à un appareil d'enregistrement ou de reproduction du son (autres que pour véhicules automobiles)"
852792,"Récepteurs de radiodiffusion, ne pouvant fonctionner qu'avec une source d'énergie extérieure, non combinés à un appareil d'enregistrement ou de reproduction du son, mais combinés à un appareil d'horlogerie (autres que pour véhicules automobiles)"
852799,"Récepteurs de radiodiffusion, ne pouvant fonctionner qu'avec une source d'énergie, non combinés à un appareil d'enregistrement ou de reproduction du son et non combinés à un appareil d'horlogerie (autres que pour véhicules automobiles)"
8528,"Moniteurs et projecteurs, n'incorporant pas d'appareil de réception de télévision; appareils récepteurs de télévision, même incorporant un appareil récepteur de radiodiffusion ou un appareil d'enregistrement ou de reproduction du son ou des images"
852842,Moniteurs à tube cathodique «CRT» pouvant être directement connectés à une machine automatique de traitement de l’information de la position 8471 et conçus pour être utilisés avec une telle machine (à l’exclusion des moniteurs avec récepteur de télévision)
852849,"Moniteurs à tube cathodique «CRT» (à l’exclusion des moniteurs d’ordinateur, avec récepteur de télévision)"
852852,"Moniteurs pouvant être directement connectés à une machine automatique de traitement de l’information de la position 8471 et conçus pour être utilisés avec une telle machine (à l’exclusion des moniteurs CRT, avec récepteur de télévision)"
852859,"Moniteurs (à l’exclusion des moniteurs avec récepteur de télévision, des moniteurs CRT et de ceux conçus pour l’usage informatique)"
852862,Projecteurs pouvant être directement connectés à une machine automatique de traitement de l’information de la position 8471 et conçus pour être utilisés avec une telle machine (à l’exclusion des projecteurs avec récepteur de télévision)
852869,"Projecteurs (à l’exclusion des projecteurs avec récepteur de télévision, de ceux conçus pour l’usage informatique)"
852871,"Appareils récepteurs de télévision, même incorporant un appareil récepteur de radiodiffusion ou un appareil d'enregistrement ou de reproduction du son ou des images, non conçus pour incorporer un dispositif d'affichage ou un écran vidéo"
852872,"Appareils récepteurs de télévision en couleurs, même incorporant un appareil récepteur de radiodiffusion ou un appareil d'enregistrement ou de reproduction du son ou des images, conçus pour incorporer un dispositif d'affichage ou un écran vidéo"
852873,"Appareils récepteurs de télévision en noir et blanc ou en autres monochromes, même incorporant un appareil récepteur de radiodiffusion ou un appareil d'enregistrement ou de reproduction du son ou des images, conçus pour incorporer un dispositif d'affichage ou un écran vidéo"
8529,"Parties reconnaissables comme étant exclusivement ou principalement destinées aux modules d’affichage à écran plat, aux appareils émetteurs-récepteurs pour la téléphonie et la télégraphie, la radiodiffusion ou la télévision, aux caméras de télévision, aux appareils de prise de vue fixes vidéo et autres caméscopes et aux appareils de radiodétection et de radiosondage, de radionavigation et de radiotélécommande, n.d.a."
852910,"Antennes et réflecteurs d'antennes de tous types; parties reconnaissables comme étant utilisées conjointement avec ces articles, n.d.a."
852990,"Parties reconnaissables comme étant exclusivement ou principalement destinées aux modules d’affichage à écran plat, aux appareils d’émission ou de réception pour la radiodiffusion ou la télévision, aux caméras de télévision, aux appareils photographiques numériques, aux caméscopes, aux appareils de radiodétection et de radiosondage, de radionavigation et de radiotélécommande, aux moniteurs et projecteurs, n.d.a. (sauf pour antennes et réflecteurs d’antennes de tous types)"
8530,"Appareils électriques de signalisation (autres que pour la transmission de messages), de sécurité, de contrôle ou de commande pour voies ferrées ou simil., voies routières ou fluviales, aires ou parcs de stationnement, installations portuaires ou aérodromes, et leurs parties (autres que les appareils mécaniques ou électromécaniques du n° 8608)"
853010,"Appareils électriques de signalisation (autres que pour la transmission de messages), de sécurité, de contrôle ou de commande, pour voies ferrées ou simil. (autres que les appareils mécaniques ou électromécaniques du n° 8608)"
853080,"Appareils électriques de signalisation (autres que pour la transmission de messages), de sécurité, de contrôle ou de commande (autres que pour voies ferrées ou simil. et que les appareils mécaniques ou électromécaniques du n° 8608)"
853090,"Parties d'appareils électriques de signalisation (autres que pour la transmission de messages), de sécurité, de contrôle ou de commande, n.d.a."
8531,"Appareils électriques de signalisation acoustique ou visuelle, et leurs parties (sonneries, sirènes, tableaux annonciateurs, appareils avertisseurs pour la protection contre le vol ou l'incendie, p.ex.) (autres que pour les véhicules automobiles, les bicyclettes ou les voies de communication)"
853110,Avertisseurs électriques pour la protection contre le vol ou l'incendie et appareils simil.
853120,"Panneaux indicateurs avec dispositifs à cristaux liquides [LCD] ou à diodes émettrices de lumière [LED] (autres que pour les véhicules automobiles, les bicyclettes ou les voies de communication)"
853180,"Appareils électriques de signalisation acoustique ou visuelle (à l’exclusion des panneaux indicateurs avec dispositifs à cristaux liquides ou à diodes émettrices de lumière, des avertisseurs pour la protection contre le vol ou l’incendie et dispositifs similaires, ainsi que des appareils pour les véhicules automobiles, les cycles ou les voies de communication)"
853190,"Parties des appareils électriques de signalisation acoustique ou visuelle, n.d.a."
8532,"Condensateurs électriques, fixes, variables ou ajustables, et leurs parties"
853210,"Condensateurs électriques fixes conçus pour les réseaux électriques de 50/60 Hz et capables d'absorber une puissance réactive >= 0,5 kvar [condensateurs de puissance]"
853221,Condensateurs électrolytiques au tantale (autres que condensateurs de puissance)
853222,Condensateurs électrolytiques à l'aluminium (autres que condensateurs de puissance)
853223,"Condensateurs à diélectrique en céramique, à une seule couche (autres que condensateurs de puissance)"
853224,"Condensateurs à diélectrique en céramique, multicouches (autres que condensateurs de puissance)"
853225,Condensateurs à diélectrique en papier ou en matières plastiques (autres que condensateurs de puissance)
853229,"Condensateurs fixes (autres que condensateurs au tantale, condensateurs électrolytiques à l'aluminium, condensateurs diélectriques en céramique, en papier et en matières plastiques et condensateurs de puissance)"
853230,Condensateurs électriques variables ou ajustables
853290,"Parties de condensateurs électriques fixes, variables ou ajustables, n.d.a."
8533,"Résistances électriques non chauffantes, et leurs parties, y.c. les rhéostats et les potentiomètres"
853310,"Résistances électriques, fixes au carbone, agglomérées ou à couche (non chauffantes)"
853321,"Résistances électriques fixes, pour une puissance <= 20 W (non chauffantes)"
853329,"Résistances électriques fixes, pour une puissance > 20 W (non chauffantes)"
853331,"Résistances électriques variables (y.c. les rhéostats et les potentiomètres), bobinées, pour une puissance <= 20 W (non chauffantes)"
853339,"Résistances électriques variables (y.c. les rhéostats et les potentiomètres), bobinées, pour une puissance > 20 W (non chauffantes)"
853340,Résistances électriques variables (y.c. les rhéostats et les potentiomètres) (autres que résistances variables bobinées et résistances chauffantes)
853390,"Parties de résistances électriques, y.c. de rhéostats et de potentiomètres, n.d.a."
8534,Circuits imprimés
8535,"Appareillage pour la coupure, le sectionnement, la protection, le branchement, le raccordement ou la connexion des circuits électriques (interrupteurs, commutateurs, coupe-circuit, parafoudres, limiteurs de tension, étaleurs d'ondes, prises de courant et autres connecteurs, boîtes de jonction, p.ex.), pour une tension > 1000 V (sauf armoires, pupitres, commandes etc. du n° 8537)"
853510,"Fusibles et coupe-circuit à fusibles, pour une tension > 1000 V"
853521,"Disjoncteurs, pour une tension < 72,5 kV mais > 1000 V"
853529,"Disjoncteurs, pour une tension >= 72,5 kV"
853530,"Sectionneurs et interrupteurs, pour une tension > 1000 V"
853540,"Parafoudres, limiteurs de tension et étaleurs d'ondes, pour une tension > 1000 V"
853590,"Appareils électriques pour la coupure, le sectionnement, la protection, le branchement, le raccordement ou la connexion des circuits électriques, pour une tension > 1000 V (autres que fusibles et coupe-circuit, disjoncteurs, sectionneurs, interrupteurs, parafoudres, limiteurs de tension et étaleurs d'ondes ainsi qu'armoires, pupitres, commandes etc. du n° 8537)"
8536,"Appareillage pour la coupure, le sectionnement, la protection, le branchement, le raccordement ou la connexion des circuits électriques (interrupteurs, commutateurs, relais, coupe-circuit, étaleurs d'ondes, fiches et prises de courant, douilles pour lampes, boîtes de jonction, p.ex.), pour une tension <= 1000 V (sauf armoires, pupitres, commandes etc. du n° 8537)"
853610,"Fusibles et coupe-circuit à fusibles, pour une tension <= 1000 V"
853620,"Disjoncteurs, pour une tension <= 1000 V"
853630,"Appareils pour la protection des circuits électriques (sauf fusibles, coupe-circuit à fusibles et disjoncteurs), pour une tension <= 1000 V"
853641,Relais pour une tension <= 60 V
853649,"Relais, pour une tension > 60 V mais <= 1000 V"
853650,"Interrupteurs, sectionneurs et commutateurs, pour une tension <= 1000 V (autres que relais et disjoncteurs)"
853661,"Douilles pour lampes, pour une tension <= 1000 V"
853669,"Fiches et prises de courant, pour une tension <= 1000 V (sauf douilles pour lampes)"
853670,"Connecteurs pour fibres optiques, faisceaux ou câbles de fibres optiques"
853690,"Appareillage pour le branchement, le raccordement ou la connexion des circuits électriques, pour une tension <= 1000 V (sauf fusibles et coupe-circuit, disjoncteurs et autres appareils pour la protection des circuits électriques, relais et autres commutateurs ainsi que douilles pour lampes et fiches et prises de courant)"
8537,"Tableaux, panneaux, consoles, pupitres, armoires et autres supports comportant plusieurs appareils des n° 8535 ou 8536, pour la commande ou la distribution électrique, y.c. ceux incorporant des instruments ou appareils du chapitre 90 ainsi que les armoires de commande numérique (autres que les appareils de commutation pour la téléphonie et la télégraphie par fil et les visiophones)"
853710,"Tableaux, armoires et combinaisons d'appareils simil., pour la commande ou la distribution électrique, pour une tension >= 1000 V"
853720,"Tableaux, armoires et combinaisons d'appareils simil., pour la commande ou la distribution électrique, pour une tension > 1000 V"
8538,"Parties reconnaissables comme étant exclusivement ou principalement destinées aux appareils des n° 8535, 8536 ou 8537, n.d.a."
853810,"Tableaux, panneaux, consoles, pupitres, armoires et autres supports pour articles du n° 8537, dépourvus de leurs appareils"
853890,"Parties reconnaissables comme étant exclusivement ou principalement destinées aux appareils des n° 8535, 8536 ou 8537, n.d.a. (à l'excl. des tableaux, panneaux, consoles, pupitres, armoires et autres supports pour articles du n° 8537, dépourvus de leurs appareils)"
8539,"Lampes et tubes électriques à incandescence ou à décharge, y compris les articles dits «phares et projecteurs scellés» et les lampes et tubes à rayons ultraviolets ou infrarouges; lampes à arc; sources lumineuses à diodes émettrices de lumière «LED»; et leurs parties"
853910,Phares et projecteurs scellés
853921,"Lampes et tubes halogènes, au tungstène (autres que phares et projecteurs scellés)"
853922,"Lampes et tubes à incandescence, puissance <= 200 W, tension > 100 V (autres que lampes et tubes halogènes, au tungstène et lampes à rayons ultraviolets ou infrarouges)"
853929,"Lampes et tubes à incandescence électriques (autres que lampes et tubes halogènes, au tungstène, lampes d'une puissance <= 200 W et pour une tension > 100 V, et lampes à rayons ultraviolets ou infrarouges)"
853931,"Lampes et tubes à décharge, fluorescents, à cathode chaude"
853932,Lampes à vapeur de mercure ou de sodium; lampes à halogénure métallique
853939,"Lampes et tubes à décharge (autres que fluorescents à cathode chaude, à vapeur de mercure ou de sodium, à halogénure métallique et à rayons ultraviolets)"
853941,Lampes à arc
853949,Lampes et tubes à rayons ultraviolets ou infrarouges
853951,Sources lumineuses à diodes émettrices de lumière (LED)
853952,Lampes et tubes à diodes émettrices de lumière (LED)
853990,"Parties des lampes et tubes à incandescence ou à décharge, des phares et projecteurs scellés, des lampes et tubes à rayons ultraviolets ou infrarouges, des lampes à arc et des sources lumineuses à LED, n.d.a."
8540,"Lampes, tubes et valves électroniques à cathode chaude, à cathode froide ou à photocathode (lampes, tubes et valves à vide, à vapeur ou à gaz, tubes redresseurs à vapeur de mercure, tubes cathodiques, tubes et valves pour caméras de télévision, p.ex., et leurs parties"
854011,"Tubes cathodiques pour récepteurs de télévision et moniteurs vidéo, en couleurs"
854012,"Tubes cathodiques pour récepteurs de télévision, y.c. les tubes pour moniteurs vidéo, en noir et blanc ou en autre monochrome"
854020,Tubes pour caméras de télévision; tubes convertisseurs ou intensificateurs d'images; autres tubes à photocathode (autres que tubes cathodiques pour récepteurs de télévision et moniteurs vidéo)
854040,"Tubes de visualisation des données graphiques, monochromes; tubes de visualisation des données graphiques, en couleurs avec un écran phosphorique d'espacement à points < 0,4 mm (à l'excl. des tubes à cathode et photocathode)"
854060,"Tubes cathodiques (autres que tubes pour caméras de télévision, tubes convertisseurs et intensificateurs d'images, tubes cathodiques pour récepteurs de télévision et moniteurs vidéo, autres tubes à photocathode, tubes de visualisation des données graphiques en noir et blanc ou en autres monochromes et en couleurs avec un écran phosphorique d'espacement à points < 0,4 mm)"
854071,Magnétrons
854079,"Tubes pour hyperfréquences [p.ex. tubes à ondes progressives, carcinotrons] (à l'excl. des magnétrons et tubes commandés par grille)"
854081,"Tubes de réception et d'amplification (sauf tubes pour hyperfréquences, tubes à cathode et photocathode)"
854089,"Lampes, tubes et valves électroniques (autres que tubes de réception et d'amplification, tubes pour hyperfréquences, tubes à cathode et à photocathode, tubes de visualisation des données graphiques en noir et blanc ou en autres monochromes et en couleurs avec un écran phosphorique d'espacement à points < 0,4 mm)"
854091,"Parties de tubes cathodiques, n.d.a."
854099,"Parties de lampes, tubes et valves électroniques à cathode chaude, à cathode froide et à photocathode (sauf parties de tubes cathodiques), n.d.a."
8541,"Dispositifs à semi-conducteur (diodes, transistors, résistances, transducteurs à semi-conducteur); dispositifs photosensibles à semi-conducteur, y compris les cellules photovoltaïques même assemblées en modules ou constituées en panneaux (sauf machines génératrices photovoltaïques); diodes émettrices de lumière (LED), même assemblées avec d’autres diodes émettrices de lumière (LED); cristaux piézo-électriques montés, et leurs parties"
854110,"Diodes (sauf photodiodes et diodes émettrices de lumière ""LED"")"
854121,Transistors à pouvoir de dissipation < 1 W  (autres que phototransistors)
854129,Transistors à pouvoir de dissipation >= 1 W (autres que phototransistors)
854130,"Thyristors, diacs et triacs (autres que les dispositifs photosensibles)"
854141,Diodes émettrices de lumière (LED)
854142,Cellules photovoltaïques non assemblées en modules ni constituées en panneaux
854143,Cellules photovoltaïques assemblées en modules ou constituées en panneaux
854149,Dispositifs photosensibles à semi-conducteur (sauf machines génératrices et cellules photovoltaïques)
854151,Transducteurs à semi-conducteurs (sauf photosensibles)
854159,"Dispositifs à semi-conducteur, n.d.a."
854160,Cristaux piézo-électriques montés
854190,"Parties des diodes, transistors et dispositifs simil. à semi-conducteur, dispositifs photosensibles à semi-conducteur, diodes émettrices de lumière et cristaux piézo-électriques montés, n.d.a."
8542,"Circuits intégrés électroniques, et leurs parties"
854231,"Circuits intégrés électroniques utilisés comme processeurs et contrôleurs, même combinés avec des mémoires, des convertisseurs, des circuits logiques, des amplificateurs, des horloges, des circuits de synchronisation ou d'autres circuits"
854232,Circuits intégrés électroniques utilisés comme mémoires
854233,Circuits intégrés électroniques utilisés comme amplificateurs
854239,"Circuits intégrés électroniques (à l'excl. de ceux utilisés comme processeurs, contrôleurs, mémoires et amplificateurs)"
854290,"Parties de circuits intégrés électroniques, n.d.a."
8543,"Machines et appareils électriques ayant une fonction propre, n.d.a. dans le chapitre 85, et leurs parties"
854310,"Accélérateurs de particules pour électrons, protons etc., électriques (à l'excl. des appareils d'implantation ionique pour doper les matières semi-conductrices)"
854320,Générateurs de signaux électriques
854330,"Machines et appareils de galvanotechnique, d'électrolyse ou d'électrophorèse"
854340,Cigarettes électroniques et dispositifs de vaporisation électriques personnels similaires
854370,"Machines et appareils électriques ayant une fonction propre, n.d.a. dans le chapitre 85"
854390,"Parties de machines et appareils électriques ayant une fonction propre, n.d.a. dans le chapitre 85"
8544,"Fils, câbles isolés, y.c. les câbles coaxiaux, à usages électriques, et autres conducteurs isolés pour l'électricité, même laqués ou oxydés anodiquement, munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion"
854411,"Fils pour bobinages pour l'électricité, en cuivre, isolés"
854419,"Fils pour bobinages pour l'électricité, autres qu'en cuivre, isolés"
854420,"Câbles coaxiaux et autres conducteurs électriques coaxiaux, isolés"
854430,"Jeux de fils pour bougies d'allumage et autres jeux de fils, pour moyens de transport"
854442,"Conducteurs électriques, pour tension <= 1000 V, isolés, avec pièces de connexion, n.d.a."
854449,"Conducteurs électriques, pour tension <= 1000 V, isolés, sans pièces de connexion, n.d.a."
854460,"Conducteurs électriques, pour tension > 1000 V, n.d.a."
854470,"Câbles de fibres optiques constitués de fibres optiques gainées individuellement, comportant également des conducteurs électriques ou munis de pièces de connexion"
8545,"Électrodes en charbon, balais en charbon, charbons pour lampes ou pour piles et autres articles en graphite ou en autre carbone, avec ou sans métal, pour usages électriques"
854511,"Électrodes en graphite ou en autre carbone, pour fours électriques"
854519,"Électrodes en graphite ou en autre carbone, pour usages électriques (autres que pour fours)"
854520,"Balais en charbon, pour usages électriques"
854590,"Articles en graphite ou en autre carbone, pour usages électriques (autres qu'électrodes et balais)"
8546,Isolateurs en toutes matières pour l'électricité (sauf pièces isolantes)
854610,"Isolateurs en verre, pour l'électricité (sauf pièces isolantes)"
854620,"Isolateurs en céramique, pour l'électricité (sauf pièces isolantes)"
854690,Isolateurs pour usages électriques (sauf en verre ou en céramique et sauf pièces isolantes)
8547,"Pièces isolantes, entièrement en matières isolantes ou comportant de simples pièces métalliques d'assemblage (douilles à pas de vis, p.ex.) noyées dans la masse, pour machines, appareils ou installations électriques (autres que les isolateurs du n° 8546); tubes isolateurs pour usages électriques, y.c. leurs pièces de raccordement, en métaux communs, isolés intérieurement"
854710,"Pièces isolantes en céramique, pour usages électriques"
854720,"Pièces isolantes en matières plastiques, pour usages électriques"
854790,"Pièces isolantes, pour usages électriques (autres qu'en céramique ou en matières plastiques, et autres que tubes isolateurs et leurs pièces de raccordement, en métaux communs, isolés intérieurement)"
8548,"Parties électriques des machines ou appareils, n.d.a. dans le chapitre 85"
8549,Déchets et débris électriques et électroniques
854911,Déchets et débris d’accumulateurs au plomb et à l’acide; accumulateurs au plomb et à l’acide hors d’usage
854912,"Piles et batteries de piles électriques, accumulateurs électriques (sauf au plomb et à l’acide): articles hors d’usage, déchets et débris, contenant du plomb, du cadmium ou du mercure"
854913,"Piles et batteries de piles électriques, accumulateurs électriques: articles hors d’usage, déchets et débris, triés par type de composant chimique et ne contenant ni plomb, ni cadmium ni mercure"
854914,"Piles et batteries de piles électriques, accumulateurs électriques: articles hors d’usage, déchets et débris, en vrac et ne contenant ni plomb, ni cadmium ni mercure"
854919,"Piles et batteries de piles électriques, accumulateurs électriques: articles hors d’usage, déchets et débris, triés autrement que par type de composant chimique et ne contenant ni plomb, ni cadmium ni mercure"
854921,"Déchets et débris électriques et électroniques, du type de ceux utilisés principalement pour la récupération des métaux précieux, contenant des piles et batteries de piles électriques, des accumulateurs électriques, des interrupteurs au mercure, du verre de tubes cathodiques et autres verres activés, ou des composants électriques ou électroniques contenant du cadmium, du mercure, du plomb ou des polychlorobiphényles (PCB)"
854929,"Déchets et débris électriques et électroniques, du type de ceux utilisés principalement pour la récupération des métaux précieux [sauf contenant des piles et batteries de piles électriques, des accumulateurs électriques, des interrupteurs au mercure, du verre de tubes cathodiques et autres verres activés, ou des composants électriques ou électroniques contenant du cadmium, du mercure, du plomb ou des polychlorobiphényles (PCB)]"
854931,"Déchets et débris d’assemblages électriques et électroniques et de cartes de circuits imprimés, contenant des piles et batteries de piles électriques, des accumulateurs électriques, des interrupteurs au mercure, du verre de tubes cathodiques et autres verres activés, ou des composants électriques ou électroniques contenant du cadmium, du mercure, du plomb ou des polychlorobiphényles (PCB) (sauf du type de ceux utilisés principalement pour la récupération des métaux précieux)"
854939,"Déchets et débris d’assemblages électriques et électroniques et de cartes de circuits imprimés [sauf du type de ceux utilisés principalement pour la récupération des métaux précieux, ou contenant des piles et batteries de piles électriques, des accumulateurs électriques, des interrupteurs au mercure, du verre de tubes cathodiques et autres verres activés, ou des composants électriques ou électroniques contenant du cadmium, du mercure, du plomb ou des polychlorobiphényles (PCB)]"
854991,"Déchets et débris électriques et électroniques, contenant des piles et batteries de piles électriques, des accumulateurs électriques, des interrupteurs au mercure, du verre de tubes cathodiques et autres verres activés, ou des composants électriques ou électroniques contenant du cadmium, du mercure, du plomb ou des polychlorobiphényles (PCB) (sauf ceux du type de ceux utilisés principalement pour la récupération des métaux précieux, et ceux d’assemblages électriques et électroniques et de cartes de circuits imprimés)"
854999,"Déchets et débris électriques et électroniques [sauf du type de ceux utilisés principalement pour la récupération des métaux précieux, ceux d’assemblages électriques et électroniques et de cartes de circuits imprimés, contenant des piles et batteries de piles électriques, des accumulateurs électriques, des interrupteurs au mercure, du verre de tubes cathodiques et autres verres activés, ou des composants électriques ou électroniques contenant du cadmium, du mercure, du plomb ou des polychlorobiphényles (PCB)]"
8601,"Locomotives et locotracteurs, à source extérieure d'électricité ou à accumulateurs électriques"
860110,"Locomotives et locotracteurs, à source extérieure d'électricité"
860120,"Locomotives et locotracteurs, à accumulateurs électriques"
8602,Locomotives et locotracteurs (à l'excl. de celles à source extérieure d'électricité ou à accumulateurs électriques); tenders
860210,Locomotives diesel-électriques
860290,Locomotives et locotracteurs (à l'excl. de celles à source extérieure d'électricité ou à accumulateurs électriques et des locomotives diesel-électriques)
8603,Automotrices et autorails (à l'excl. des véhicules pour l'entretien ou le service des voies ferrées ou simil. du n° 8604)
860310,Automotrices et autorails à source extérieure d'électricité (à l'excl. des véhicules pour l'entretien ou le service des voies ferrées ou simil. du n° 8604)
860390,"Automotrices et autorails, à source extérieure d'électricité (à l'excl. des véhicules pour l'entretien ou le service des voies ferrées ou simil. du n° 8604)"
8604,"Véhicules pour l'entretien ou le service des voies ferrées ou simil., même autopropulsés (wagons-ateliers, wagons-grues, wagons équipés de bourreuses à ballast, aligneuses pour voies, voitures d'essais et draisines, p.ex.)"
8605,"Voitures à voyageurs, fourgons à bagages, voitures postales et autres voitures spéciales, pour voies ferrées ou simil. à source extérieure d'électricité (à l'excl. des voitures autopropulsées, des véhicules pour l'entretien ou le service des voies ferrées et simil. ainsi que des voitures pour le transport des marchandises)"
8606,Wagons pour le transport sur rail de marchandises (à l'excl. des fourgons à bagages et des voitures postales)
860610,"Wagons-citernes et simil., pour le transport sur rail de marchandises"
860630,"Wagons à déchargement automatique (à l'excl. des wagons-citernes et simil., des wagons isothermes, réfrigérants ou frigorifiques), pour le transport sur rail de marchandises"
860691,"Wagons, pour le transport sur rail de marchandises, couverts et fermés (à l'excl. des wagons à déchargement automatique et des wagons-citernes et simil.)"
860692,"Wagons, pour le transport sur rail de marchandises, ouverts, à parois non amovibles d'une hauteur > 60 cm (à l'excl. des wagons à déchargement automatique)"
860699,"Wagons, pour le transport sur rail de marchandises (à l'excl. des wagons pour le transport des produits à forte radioactivité [Euratom], des wagons-citernes et simil., des wagons isothermes, réfrigérants ou frigorifiques, des wagons à déchargement automatique et des wagons pour le transport sur rail de marchandises, ouverts, à parois non amovibles d'une hauteur > 60 cm)"
8607,"Parties de véhicules pour voies ferrées ou simil., n.d.a."
860711,Bogies et bissels de traction
860712,Bogies et bissels (autres que de traction)
860719,"Essieux, essieux montés, roues et leurs parties, de véhicules pour voies ferrées ou simil.; parties de bogies et de bissels, n.d.a."
860721,"Freins à air comprimé, de véhicules pour voies ferrées ou simil., leurs parties, n.d.a."
860729,"Freins (autres qu'à air comprimé), de véhicules pour voies ferrées ou simil., leurs parties, n.d.a."
860730,"Crochets et autres systèmes d'attelage, tampons de choc, de véhicules pour voies ferrées ou simil., leurs parties, n.d.a."
860791,"Parties de locomotives ou de locotracteurs, n.d.a."
860799,"Parties de véhicules pour voies ferrées ou simil., des n° 8603, 8604, 8605 ou 8606, n.d.a."
8608,"Matériel fixe de voies ferrées ou simil. (sauf traverses en bois, béton ou acier, files de rail et autres éléments de voies ferrées non encore montés); appareils mécaniques, y.c. électromécaniques, de signalisation, de sécurité, de contrôle ou de commande pour voies ferrées ou simil., routières ou fluviales, aires ou parcs de stationnement, installations portuaires ou aérodromes; leurs parties, n.d.a"
8609,Cadres et conteneurs (y.c. les conteneurs-citernes et les conteneurs-réservoirs) spécialement conçus et équipés pour un ou plusieurs modes de transport
8701,Tracteurs (à l'excl. des chariots-tracteurs du n° 8709)
870110,Motoculteurs et tracteurs de construction simil. pour l'industrie (sauf tracteurs pour véhicules automobiles articulés)
